Body
Date,Weight,BMI,Fat
"2017-08-26","160.0","23.17",""
"2018-03-27","146.0","21.14",""
"2019-08-09","158.0","22.88",""
"2021-02-16","155.4","22.5",""

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-10-15","2,415","7,358","3","23","663","183","15","17","1,115"
"2018-10-16","2,873","12,326","6","28","604","225","5","53","1,573"
"2018-10-17","3,344","13,911","6","113","245","287","57","51","2,044"
"2018-10-18","2,941","9,019","4","38","166","213","52","30","1,641"
"2018-10-19","3,169","12,016","5","54","800","230","61","50","1,869"
"2018-10-20","3,490","14,925","6","3","407","457","54","17","2,190"
"2018-10-21","3,409","14,683","6","53","226","306","93","51","2,109"
"2018-10-22","3,000","11,666","6","1","122","302","17","31","1,700"
"2018-10-23","3,721","16,157","7","8","44","372","145","43","2,421"
"2018-10-24","3,285","15,224","7","15","194","250","69","65","1,985"
"2018-10-25","2,985","7,648","3","3","229","297","76","18","1,685"
"2018-10-26","3,927","19,855","9","9","0","347","177","46","2,627"
"2018-10-27","4,480","22,982","10","113","81","267","211","147","3,180"
"2018-10-28","3,104","11,844","5","9","207","350","50","17","1,804"
"2018-10-29","2,800","8,747","3","1","211","314","50","3","1,500"
"2018-10-30","1,627","0","0","1","1,440","0","0","0","327"
"2018-10-31","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-01","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-02","1,628","0","0","0","1,440","0","0","0","328"
"2018-11-03","1,633","0","0","0","1,439","1","0","0","333"
"2018-11-04","1,651","20","0","0","1,435","5","0","0","351"
"2018-11-05","1,683","60","0","0","1,015","11","0","0","383"
"2018-11-06","1,721","81","0","0","1,425","15","0","0","421"
"2018-11-07","1,764","1,029","0","2","1,406","34","0","0","464"
"2018-11-08","1,819","561","0","0","1,385","55","0","0","519"
"2018-11-09","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-10","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-11","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-12","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-13","1,843","823","0","1","1,375","65","0","0","543"
"2018-11-14","2,531","6,396","2","4","1,026","226","2","18","1,231"
"2018-11-15","2,468","5,714","2","5","728","210","1","19","1,168"
"2018-11-16","2,910","8,694","3","3","649","246","72","14","1,610"
"2018-11-17","2,839","7,203","3","0","603","338","15","3","1,539"
"2018-11-18","2,467","5,486","2","0","15","247","0","0","1,167"
"2018-11-19","2,741","6,364","2","0","0","285","33","0","1,441"
"2018-11-20","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-21","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-22","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-23","1,627","0","0","0","1,440","0","0","0","327"
"2018-11-24","1,627","0","0","3","1,440","0","0","0","327"
"2018-11-25","1,642","0","0","1","1,440","0","0","0","342"
"2018-11-26","1,642","0","0","0","1,440","0","0","0","342"
"2018-11-27","1,642","0","0","1","1,440","0","0","0","342"
"2018-11-28","1,642","0","0","0","1,440","0","0","0","342"
"2018-11-29","1,627","0","0","1","1,440","0","0","0","327"
"2018-11-30","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-01","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-02","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-03","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-04","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-05","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-06","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-07","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-08","1,627","0","0","6","1,440","0","0","0","327"
"2018-12-09","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-10","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-11","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-12","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-13","2,642","8,612","3","0","1,118","303","9","0","1,342"
"2018-12-14","2,935","9,476","4","1","497","350","24","12","1,635"
"2018-12-15","3,384","13,933","6","0","622","340","109","31","2,084"
"2018-12-16","2,632","7,247","3","0","645","236","47","9","1,332"
"2018-12-17","2,843","10,225","4","0","632","238","65","29","1,543"
"2018-12-18","2,636","6,531","2","0","118","310","0","0","1,336"
"2018-12-19","2,347","6,062","2","1","243","206","1","10","1,047"
"2018-12-20","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-21","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-22","1,627","0","0","1","1,440","0","0","0","327"
"2018-12-23","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-24","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-25","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-26","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-27","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-28","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-29","1,627","0","0","2","1,440","0","0","0","327"
"2018-12-30","1,627","0","0","0","1,440","0","0","0","327"
"2018-12-31","1,627","0","0","4","1,440","0","0","0","327"
"2019-01-01","2,246","3,360","1","0","1,015","206","0","0","946"
"2019-01-02","3,288","8,255","3","1","492","300","96","29","1,988"
"2019-01-03","2,736","8,277","3","0","529","216","56","23","1,436"
"2019-01-04","2,923","8,709","3","3","533","249","70","19","1,623"
"2019-01-05","3,273","9,619","4","2","0","318","102","20","1,973"
"2019-01-06","3,457","17,005","7","191","24","250","102","68","2,157"
"2019-01-07","1,899","1,568","0","0","364","82","0","0","599"
"2019-01-08","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-09","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-10","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-11","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-12","1,627","0","0","4","1,440","0","0","0","327"
"2019-01-13","1,627","0","0","1","1,440","0","0","0","327"
"2019-01-14","1,627","0","0","0","1,440","0","0","0","327"
"2019-01-15","1,627","0","0","1","1,440","0","0","0","327"
"2019-01-16","1,799","1,050","0","0","1,371","66","0","0","499"
"2019-01-17","2,793","8,574","3","2","563","327","11","8","1,493"
"2019-01-18","2,840","8,217","3","2","679","369","9","0","1,540"
"2019-01-19","2,921","8,955","4","0","495","311","38","12","1,621"
"2019-01-20","2,575","6,595","3","0","599","248","25","5","1,275"
"2019-01-21","2,893","13,375","6","4","38","166","63","72","1,593"
"2019-01-22","2,727","9,384","4","1","108","226","42","22","1,427"
"2019-01-23","2,719","8,342","3","2","329","281","27","1","1,419"
"2019-01-24","2,689","7,829","3","5","664","322","10","0","1,389"
"2019-01-25","2,868","7,543","3","3","21","345","12","3","1,568"
"2019-01-26","2,730","9,156","4","0","283","293","9","5","1,430"
"2019-01-27","2,504","4,766","2","0","94","278","0","0","1,204"
"2019-01-28","2,831","12,098","6","0","259","193","23","49","1,531"
"2019-01-29","1,642","118","0","0","1,434","6","0","0","342"
"2019-01-30","1,627","0","0","1","1,440","0","0","0","327"
"2019-01-31","1,627","0","0","4","1,440","0","0","0","327"
"2019-02-01","1,627","0","0","7","1,440","0","0","0","327"
"2019-02-02","1,627","0","0","5","1,440","0","0","0","327"
"2019-02-03","1,627","0","0","61","1,440","0","0","0","327"
"2019-02-04","1,627","0","0","4","1,440","0","0","0","327"
"2019-02-05","1,627","0","0","193","1,440","0","0","0","327"
"2019-02-06","1,627","0","0","1","1,440","0","0","0","327"
"2019-02-07","1,720","475","0","3","1,414","26","0","0","420"
"2019-02-08","2,645","9,973","4","2","737","193","33","32","1,345"
"2019-02-09","2,870","12,815","6","4","676","237","22","27","1,570"
"2019-02-10","2,886","9,916","4","3","519","250","37","37","1,586"
"2019-02-11","2,390","5,456","2","1","696","187","14","13","1,090"
"2019-02-12","2,465","8,116","3","0","70","201","5","24","1,165"
"2019-02-13","2,373","5,520","2","7","104","203","8","5","1,073"
"2019-02-14","2,242","7,077","3","11","731","117","9","33","942"
"2019-02-15","2,623","10,814","4","14","666","144","52","43","1,323"
"2019-02-16","2,219","4,997","2","12","700","182","0","0","919"
"2019-02-17","2,735","13,203","6","67","61","181","26","60","1,435"
"2019-02-18","2,208","4,392","2","1","525","121","15","8","908"
"2019-02-19","2,753","9,799","4","7","1,165","172","59","44","1,453"
"2019-02-20","3,999","26,629","12","5","385","261","98","163","2,699"
"2019-02-21","2,500","5,750","2","0","799","211","29","3","1,200"
"2019-02-22","2,383","5,794","2","1","703","215","3","11","1,083"
"2019-02-23","3,515","16,450","7","1","431","416","62","24","2,215"
"2019-02-24","3,006","10,985","5","0","192","298","55","15","1,706"
"2019-02-25","2,826","9,166","4","2","322","163","72","45","1,526"
"2019-02-26","2,259","4,648","2","8","417","213","0","0","959"
"2019-02-27","2,683","8,994","4","16","291","223","22","12","1,383"
"2019-02-28","2,799","11,362","5","2","538","257","31","20","1,499"
"2019-03-01","3,059","13,112","5","33","577","266","16","58","1,759"
"2019-03-02","3,730","18,961","8","32","474","364","87","56","2,430"
"2019-03-03","3,335","13,330","6","9","495","326","57","38","2,035"
"2019-03-04","3,187","15,750","7","45","502","253","70","42","1,887"
"2019-03-05","2,314","5,598","2","11","91","188","0","0","1,014"
"2019-03-06","2,433","5,391","2","19","370","242","0","0","1,133"
"2019-03-07","2,725","1,595","0","0","426","321","0","0","1,425"
"2019-03-08","2,803","9,850","4","55","549","186","16","25","1,503"
"2019-03-09","3,246","16,047","7","42","686","321","32","36","1,946"
"2019-03-10","2,621","9,434","4","10","649","219","45","16","1,321"
"2019-03-11","2,558","7,025","3","9","320","217","40","7","1,258"
"2019-03-12","2,067","3,507","1","4","1,269","89","12","9","767"
"2019-03-13","1,627","0","0","13","1,440","0","0","0","327"
"2019-03-14","1,627","0","0","2","1,440","0","0","0","327"
"2019-03-15","1,627","0","0","0","1,440","0","0","0","327"
"2019-03-16","1,627","0","0","1","1,440","0","0","0","327"
"2019-03-17","1,627","0","0","2","1,440","0","0","0","327"
"2019-03-18","2,557","9,551","4","2","1,144","160","55","35","1,257"
"2019-03-19","2,637","6,832","3","3","761","200","46","21","1,337"
"2019-03-20","2,899","13,296","6","99","684","224","69","38","1,599"
"2019-03-21","3,443","13,385","6","3","448","433","82","6","2,143"
"2019-03-22","3,827","14,720","6","1","377","188","297","45","2,527"
"2019-03-23","2,979","13,122","6","4","176","275","17","53","1,679"
"2019-03-24","3,381","15,189","7","1","33","212","97","80","2,081"
"2019-03-25","2,649","8,920","4","1","678","227","37","20","1,349"
"2019-03-26","2,733","10,394","5","2","230","241","24","28","1,433"
"2019-03-27","2,405","8,278","3","47","457","114","38","29","1,105"
"2019-03-28","1,627","0","0","1","1,440","0","0","0","327"
"2019-03-29","1,627","0","0","1","1,440","0","0","0","327"
"2019-03-30","1,627","0","0","0","1,440","0","0","0","327"
"2019-03-31","1,627","0","0","2","1,440","0","0","0","327"
"2019-04-01","1,627","0","0","0","1,440","0","0","0","327"
"2019-04-02","1,627","0","0","2","1,440","0","0","0","327"
"2019-04-03","1,627","0","0","2","1,416","0","0","0","327"
"2019-04-04","3,214","10,179","4","3","588","352","83","7","1,914"
"2019-04-05","2,809","9,844","4","2","630","335","16","18","1,509"
"2019-04-06","3,004","12,288","5","1","623","341","48","19","1,704"
"2019-04-07","3,284","12,899","5","0","465","427","40","14","1,984"
"2019-04-08","3,116","15,049","6","77","556","223","45","77","1,816"
"2019-04-09","3,351","17,209","8","11","122","243","112","59","2,051"
"2019-04-10","2,398","6,487","2","7","697","208","21","0","1,098"
"2019-04-11","3,171","19,308","8","97","578","188","65","80","1,871"
"2019-04-12","3,663","26,454","12","57","481","350","141","32","2,363"
"2019-04-13","3,538","19,660","8","102","225","305","53","86","2,238"
"2019-04-14","2,612","8,387","3","7","457","242","16","7","1,312"
"2019-04-15","1,627","0","0","6","1,440","0","0","0","327"
"2019-04-16","1,627","0","0","14","1,440","0","0","0","327"
"2019-04-17","1,627","0","0","0","1,440","0","0","0","327"
"2019-04-18","1,627","0","0","1","1,440","0","0","0","327"
"2019-04-19","1,627","0","0","1","1,440","0","0","0","327"
"2019-04-20","1,627","0","0","3","1,440","0","0","0","327"
"2019-04-21","1,627","0","0","1","1,440","0","0","0","327"
"2019-04-22","1,627","0","0","4","1,440","0","0","0","327"
"2019-04-23","1,627","0","0","9","1,440","0","0","0","327"
"2019-04-24","1,627","0","0","8","1,440","0","0","0","327"
"2019-04-25","1,627","0","0","4","1,440","0","0","0","327"
"2019-04-26","1,627","0","0","1","1,440","0","0","0","327"
"2019-04-27","4,397","25,119","11","0","729","204","367","71","3,097"
"2019-04-28","4,160","18,028","8","2","422","162","374","45","2,860"
"2019-04-29","2,414","7,680","3","3","624","170","41","9","1,114"
"2019-04-30","2,638","8,015","3","6","712","253","24","8","1,338"
"2019-05-01","2,341","7,684","3","3","736","154","27","15","1,041"
"2019-05-02","3,087","11,188","5","2","173","225","100","37","1,787"
"2019-05-03","2,760","10,355","4","8","205","265","19","10","1,460"
"2019-05-04","2,817","9,952","4","0","600","221","36","44","1,517"
"2019-05-05","3,540","19,510","8","4","120","239","107","92","2,240"
"2019-05-06","2,825","12,147","6","8","187","178","42","53","1,525"
"2019-05-07","2,979","12,356","6","4","735","213","72","32","1,679"
"2019-05-08","2,329","6,628","3","10","742","150","3","23","1,029"
"2019-05-09","3,455","21,292","9","8","499","245","123","90","2,155"
"2019-05-10","2,753","10,603","5","4","221","221","19","29","1,453"
"2019-05-11","2,745","10,635","4","4","189","234","38","40","1,445"
"2019-05-12","3,250","17,410","7","8","34","207","145","34","1,950"
"2019-05-13","2,412","7,780","3","3","260","217","3","7","1,112"
"2019-05-14","3,593","17,565","8","3","131","359","81","43","2,293"
"2019-05-15","2,517","8,085","3","4","303","235","15","5","1,217"
"2019-05-16","2,884","9,154","4","7","212","245","70","7","1,584"
"2019-05-17","2,294","6,816","3","4","362","177","0","0","994"
"2019-05-18","3,173","13,986","6","4","334","268","66","44","1,873"
"2019-05-19","3,015","10,610","4","6","115","318","31","36","1,715"
"2019-05-20","2,796","9,047","4","7","275","242","46","7","1,496"
"2019-05-21","2,649","11,312","5","5","723","181","16","33","1,349"
"2019-05-22","2,868","10,342","4","5","694","279","36","14","1,568"
"2019-05-23","2,657","10,231","4","6","761","249","20","19","1,357"
"2019-05-24","2,533","8,115","3","1","293","187","43","21","1,233"
"2019-05-25","3,092","10,659","4","1","157","281","83","17","1,792"
"2019-05-26","1,657","122","0","4","417","15","0","0","357"
"2019-05-27","3,665","19,950","9","3","440","323","108","62","2,365"
"2019-05-28","2,683","11,410","5","4","830","173","6","39","1,383"
"2019-05-29","2,386","7,265","3","3","758","224","0","0","1,086"
"2019-05-30","2,762","9,702","4","8","721","316","0","0","1,462"
"2019-05-31","2,277","7,018","3","4","585","191","0","0","977"
"2019-06-01","3,056","12,257","5","1","0","303","59","21","1,756"
"2019-06-02","3,223","13,547","6","1","593","338","83","16","1,923"
"2019-06-03","2,713","12,205","6","8","823","197","12","32","1,413"
"2019-06-04","2,631","10,057","4","9","417","224","10","3","1,331"
"2019-06-05","2,931","11,818","5","13","721","279","31","4","1,631"
"2019-06-06","2,451","9,521","4","10","347","178","18","16","1,151"
"2019-06-07","3,458","12,640","5","11","528","398","70","15","2,158"
"2019-06-08","3,428","13,088","5","11","448","373","86","14","2,128"
"2019-06-09","2,770","9,251","4","2","454","319","23","5","1,470"
"2019-06-10","2,240","5,741","2","9","232","146","9","8","940"
"2019-06-11","1,659","0","0","10","1,430","10","0","0","359"
"2019-06-12","2,045","3,562","1","6","1,278","126","0","0","745"
"2019-06-13","2,889","8,657","3","12","686","244","23","28","1,589"
"2019-06-14","2,945","12,742","5","10","621","222","40","62","1,645"
"2019-06-15","3,241","14,240","6","2","515","264","121","32","1,941"
"2019-06-16","3,615","17,598","8","2","195","344","83","76","2,315"
"2019-06-17","2,492","9,374","4","8","528","197","3","12","1,192"
"2019-06-18","2,002","3,455","1","7","558","68","11","10","702"
"2019-06-19","2,482","4,187","1","8","1,157","129","44","23","1,182"
"2019-06-20","2,709","9,309","4","21","757","269","10","1","1,409"
"2019-06-21","2,258","4,609","2","1","621","178","15","0","958"
"2019-06-22","2,956","10,451","4","4","657","301","45","28","1,656"
"2019-06-23","2,839","10,952","5","1","709","274","36","25","1,539"
"2019-06-24","2,418","7,582","3","12","391","211","0","0","1,118"
"2019-06-25","2,834","10,325","4","15","374","238","38","26","1,534"
"2019-06-26","1,627","0","0","27","1,440","0","0","0","327"
"2019-06-27","2,042","3,736","1","10","1,267","115","0","0","742"
"2019-06-28","2,497","7,519","3","7","747","239","0","0","1,197"
"2019-06-29","2,355","4,541","2","0","822","186","20","2","1,055"
"2019-06-30","2,278","4,551","2","1","826","180","16","11","978"
"2019-07-01","2,797","8,936","4","5","312","256","38","0","1,497"
"2019-07-02","2,438","6,861","3","9","443","208","6","5","1,138"
"2019-07-03","2,530","8,321","3","13","496","141","33","23","1,230"
